city_url,name
https://i.meituan.com/hangzhou/all/?p=93,杭州
https://i.meituan.com/anshan/all/,鞍山
https://i.meituan.com/anqing/all/,安庆
https://i.meituan.com/anyang/all/,安阳
https://i.meituan.com/anshun/all/,安顺
https://i.meituan.com/ankang/all/,安康
https://i.meituan.com/anqiu/all/,安丘
https://i.meituan.com/alashanmeng/all/,阿拉善盟
https://i.meituan.com/akesu/all/,阿克苏
https://i.meituan.com/anji/all/,安吉
https://i.meituan.com/anyue/all/,安岳
https://i.meituan.com/anping/all/,安平
https://i.meituan.com/anxi/all/,安溪
https://i.meituan.com/anning/all/,安宁
https://i.meituan.com/anhua/all/,安化
https://i.meituan.com/alaer/all/,阿拉尔
https://i.meituan.com/anfu/all/,安福
https://i.meituan.com/aletaishi/all/,阿勒泰市
https://i.meituan.com/atushishi/all/,阿图什市
https://i.meituan.com/anzhouqu/all/,安州区
https://i.meituan.com/arongqi/all/,阿荣旗
https://i.meituan.com/anlushi/all/,安陆市
https://i.meituan.com/achengqu/all/,阿城区
https://i.meituan.com/aba/all/,阿坝
https://i.meituan.com/ali/all/,阿里
https://i.meituan.com/aletai/all/,阿勒泰
https://i.meituan.com/aomen/all/,澳门
https://i.meituan.com/qingdao/all/,青岛
https://i.meituan.com/quanzhou/all/,泉州
https://i.meituan.com/qinhuangdao/all/,秦皇岛
https://i.meituan.com/qiqihaer/all/,齐齐哈尔
https://i.meituan.com/quzhou/all/,衢州
https://i.meituan.com/qingyuan/all/,清远
https://i.meituan.com/qujing/all/,曲靖
https://i.meituan.com/qitaihe/all/,七台河
https://i.meituan.com/qinzhou/all/,钦州
https://i.meituan.com/qiandongnan/all/,黔东南
https://i.meituan.com/qingyang/all/,庆阳
https://i.meituan.com/qianan/all/,迁安
https://i.meituan.com/qingzhou/all/,青州
https://i.meituan.com/qidong/all/,启东
https://i.meituan.com/qianjiang/all/,潜江
https://i.meituan.com/qianxinan/all/,黔西南
https://i.meituan.com/qiannan/all/,黔南
https://i.meituan.com/qionghai/all/,琼海
https://i.meituan.com/qinyang/all/,沁阳
https://i.meituan.com/qionglai/all/,邛崃
https://i.meituan.com/qihe/all/,齐河
https://i.meituan.com/qingfeng/all/,清丰
https://i.meituan.com/qixian/all/,淇县
https://i.meituan.com/quanjiao/all/,全椒
https://i.meituan.com/qixia/all/,栖霞
https://i.meituan.com/qingtian/all/,青田
https://i.meituan.com/qinghe/all/,清河
https://i.meituan.com/qingyun/all/,庆云
https://i.meituan.com/qianshan/all/,潜山
https://i.meituan.com/qingxian/all/,青县
https://i.meituan.com/qidongxian/all/,祁东县
https://i.meituan.com/qinganxian/all/,庆安县
https://i.meituan.com/putian/all/,莆田
https://i.meituan.com/panjin/all/,盘锦
https://i.meituan.com/pingdingshan/all/,平顶山
https://i.meituan.com/puyang/all/,濮阳
https://i.meituan.com/pingxiang/all/,萍乡
https://i.meituan.com/qixiankaifeng/all/,杞县
https://i.meituan.com/qinggangxian/all/,青冈县
https://i.meituan.com/qishanxian/all/,岐山县
https://i.meituan.com/qiongzhong/all/,琼中
https://i.meituan.com/qingyangxian/all/,青阳县
https://i.meituan.com/panzhihua/all/,攀枝花
https://i.meituan.com/puer/all/,普洱
https://i.meituan.com/pingliang/all/,平凉
https://i.meituan.com/pizhou/all/,邳州
https://i.meituan.com/zhengzhou/all/,郑州
https://i.meituan.com/tianjin/all/,天津
https://i.meituan.com/taiyuan/all/,太原
https://i.meituan.com/tangshan/all/,唐山
https://i.meituan.com/taizhou/all/,泰州
https://i.meituan.com/qingzhen/all/,清镇
https://i.meituan.com/qijiang/all/,綦江
https://i.meituan.com/qingxu/all/,清徐
https://i.meituan.com/qianxixian/all/,迁西县
https://i.meituan.com/qishizhen/all/,企石镇
https://i.meituan.com/pinghu/all/,平湖
https://i.meituan.com/puning/all/,普宁
https://i.meituan.com/pingdu/all/,平度
https://i.meituan.com/pengzhou/all/,彭州
https://i.meituan.com/penglai/all/,蓬莱
https://i.meituan.com/peixian/all/,沛县
https://i.meituan.com/pingyang/all/,平阳
https://i.meituan.com/poyang/all/,鄱阳
https://i.meituan.com/pujiang/all/,浦江
https://i.meituan.com/panshi/all/,磐石
https://i.meituan.com/pingyuan/all/,平原
https://i.meituan.com/pingtan/all/,平潭
https://i.meituan.com/rizhao/all/,日照
